Company,Year,Price_Begin,Price_End,Capital_Gain_%
SABESP,2018,34.56999969482422,31.5,-8.88053144901779
SABESP,2019,31.959999084472656,60.560001373291016,89.48686829816992
SABESP,2020,60.61000061035156,44.439998626708984,-26.678768884356202
SABESP,2021,44.689998626708984,40.18000030517578,-10.091739673578335
SABESP,2022,40.47999954223633,57.15999984741211,41.20553481669899
SABESP,2023,56.349998474121094,75.37000274658203,33.753335913923635
SABESP,2024,75.3499984741211,88.5,17.4518935529843
SUZANO,2016,20.010000228881836,20.010000228881836,0.0
SUZANO,2017,20.010000228881836,18.690000534057617,-6.596700048603552
SUZANO,2018,18.6200008392334,38.08000183105469,104.51127881164194
SUZANO,2019,37.95000076293945,39.68000030517578,4.558628478146912
SUZANO,2020,40.04999923706055,58.540000915527344,46.167295956792294
SUZANO,2021,59.7400016784668,60.11000061035156,0.6193487135741599
SUZANO,2022,60.34000015258789,48.2400016784668,-20.053030234541925
SUZANO,2023,48.2400016784668,55.630001068115234,15.31923534933698
SUZANO,2024,55.70000076293945,61.779998779296875,10.915615678775374
ULTRAPAR,2016,13.55454158782959,15.768327713012695,16.332430800690663
ULTRAPAR,2017,15.533357620239258,17.277204513549805,11.226464592808922
ULTRAPAR,2018,17.348617553710938,12.25529670715332,-29.358655413255885
ULTRAPAR,2019,12.25529670715332,11.739283561706543,-4.210531640132258
ULTRAPAR,2020,11.739283561706543,10.9376220703125,-6.828879183130534
ULTRAPAR,2021,11.05741024017334,14.539999961853027,31.49552784997415
ULTRAPAR,2022,14.539999961853027,12.609999656677246,-13.273729781563324
ULTRAPAR,2023,12.399999618530273,26.510000228881836,113.79033100344537
ULTRAPAR,2024,26.239999771118164,15.880000114440918,-39.48170635306288
VALE,2016,12.489999771118164,25.68000030517578,105.60448979797528
VALE,2017,25.280000686645508,40.2599983215332,59.25631814876127
VALE,2018,40.439998626708984,51.0,26.112763926546133
VALE,2019,50.0099983215332,53.29999923706055,6.578686314633892
VALE,2020,53.97999954223633,87.44999694824219,62.00444181148512
VALE,2021,89.3499984741211,77.95999908447266,-12.747621246963291
VALE,2022,79.0,88.87999725341797,12.506325637237936
VALE,2023,88.68000030517578,77.19999694824219,-12.945425481988373
VALE,2024,77.5999984741211,54.54999923706055,-29.703607848326847
VIBRA,2016,,,
VIBRA,2017,,,
VIBRA,2018,23.299999237060547,25.700000762939453,10.300436070665222
VIBRA,2019,25.8700008392334,30.06999969482422,16.23501630978408
VIBRA,2020,30.25,22.1299991607666,-26.842977980936855
VIBRA,2021,22.299999237060547,21.399999618530273,-4.035872866912735
VIBRA,2022,21.309999465942383,15.550000190734863,-27.029560861384084
VIBRA,2023,15.319999694824219,22.760000228881836,48.56397312182181
VIBRA,2024,22.690000534057617,17.84000015258789,-21.37505626846457
WEG,2016,5.715384006500244,5.961537837982178,4.306864266722531
WEG,2017,5.923076152801514,9.273076057434082,56.55844730357005
WEG,2018,9.365384101867676,8.770000457763672,-6.357279505335724
WEG,2019,8.8100004196167,17.329999923706055,96.70827580346516
WEG,2020,17.450000762939453,37.869998931884766,117.02004169715327
WEG,2021,37.92499923706055,32.97999954223633,-13.03889200870948
WEG,2022,32.720001220703125,38.5099983215332,17.69558950128198
WEG,2023,38.5,36.90999984741211,-4.129870526202313
WEG,2024,36.90999984741211,52.77000045776367,42.969386821776325
